grupo,nombre,aporte,cantidad
VERDURAS,Corazón de palmito crudo,Fibra (g),2.4
VERDURAS,Corazón de palmito crudo,Vitamina A     (µg RE),0.0
VERDURAS,Corazón de palmito crudo,Acido Ascórbico (mg),9.0
VERDURAS,Corazón de palmito crudo,Acido Fólico (µg),39.0
VERDURAS,Corazón de palmito crudo,Hierro NO HEM (mg),3.1
VERDURAS,Corazón de palmito crudo,Potasio (mg),174.0
VERDURAS,Corazón de palmito crudo,Indice glicémico,ND
VERDURAS,Corazón de palmito crudo,Carga glicémica,ND
VERDURAS,Cresón cocido,Cantidad sugerida,1
VERDURAS,Cresón cocido,Unidad,taza
VERDURAS,Cresón cocido,Peso bruto redondeado (g),135
VERDURAS,Cresón cocido,Peso neto (g),135
VERDURAS,Cresón cocido,Energia (Kcal),31
VERDURAS,Cresón cocido,Proteina (g),2.6
VERDURAS,Cresón cocido,Lípidos (g),2.6
VERDURAS,Cresón cocido,Hidratos de carbono (g),5.2
VERDURAS,Cresón cocido,Fibra (g),1.0
VERDURAS,Cresón cocido,Vitamina A     (µg RE),313.2
VERDURAS,Cresón cocido,Acido Ascórbico (mg),31.1
VERDURAS,Cresón cocido,Acido Fólico (µg),50.0
VERDURAS,Cresón cocido,Hierro NO HEM (mg),1.1
VERDURAS,Cresón cocido,Potasio (mg),476.6
VERDURAS,Cresón cocido,Indice glicémico,ND
VERDURAS,Cresón cocido,Carga glicémica,ND
VERDURAS,Cresón limpio crudo,Cantidad sugerida,2
VERDURAS,Cresón limpio crudo,Unidad,taza
VERDURAS,Cresón limpio crudo,Peso bruto redondeado (g),100
VERDURAS,Cresón limpio crudo,Peso neto (g),100
VERDURAS,Cresón limpio crudo,Energia (Kcal),32
VERDURAS,Cresón limpio crudo,Proteina (g),2.8
VERDURAS,Cresón limpio crudo,Lípidos (g),2.8
VERDURAS,Cresón limpio crudo,Hidratos de carbono (g),5.6
VERDURAS,Cresón limpio crudo,Fibra (g),1.2
VERDURAS,Cresón limpio crudo,Vitamina A     (µg RE),346.0
VERDURAS,Cresón limpio crudo,Acido Ascórbico (mg),69.0
VERDURAS,Cresón limpio crudo,Acido Fólico (µg),80.0
VERDURAS,Cresón limpio crudo,Hierro NO HEM (mg),1.3
VERDURAS,Cresón limpio crudo,Potasio (mg),606.0
VERDURAS,Cresón limpio crudo,Indice glicémico,ND
VERDURAS,Cresón limpio crudo,Carga glicémica,ND
VERDURAS,Crucetas crudas,Cantidad sugerida,150
VERDURAS,Crucetas crudas,Unidad,g
VERDURAS,Crucetas crudas,Peso bruto redondeado (g),150
VERDURAS,Crucetas crudas,Peso neto (g),117
VERDURAS,Crucetas crudas,Energia (Kcal),21
VERDURAS,Crucetas crudas,Proteina (g),1.3
VERDURAS,Crucetas crudas,Lípidos (g),1.3
VERDURAS,Crucetas crudas,Hidratos de carbono (g),4.3
VERDURAS,Crucetas crudas,Fibra (g),0.8
VERDURAS,Crucetas crudas,Vitamina A     (µg RE),25.7
VERDURAS,Crucetas crudas,Acido Ascórbico (mg),28.1
VERDURAS,Crucetas crudas,Acido Fólico (µg),0.0
VERDURAS,Crucetas crudas,Hierro NO HEM (mg),6.8
VERDURAS,Crucetas crudas,Potasio (mg),0.0
VERDURAS,Crucetas crudas,Indice glicémico,ND
VERDURAS,Crucetas crudas,Carga glicémica,ND
VERDURAS,Cuitlacoche cocido,Cantidad sugerida,1/3
VERDURAS,Cuitlacoche cocido,Unidad,taza
VERDURAS,Cuitlacoche cocido,Peso bruto redondeado (g),66
VERDURAS,Cuitlacoche cocido,Peso neto (g),66
VERDURAS,Cuitlacoche cocido,Energia (Kcal),20
VERDURAS,Cuitlacoche cocido,Proteina (g),0.8
VERDURAS,Cuitlacoche cocido,Lípidos (g),0.8
VERDURAS,Cuitlacoche cocido,Hidratos de carbono (g),4.1
VERDURAS,Cuitlacoche cocido,Fibra (g),1.2
VERDURAS,Cuitlacoche cocido,Vitamina A     (µg RE),0.0
VERDURAS,Cuitlacoche cocido,Acido Ascórbico (mg),2.6
VERDURAS,Cuitlacoche cocido,Acido Fólico (µg),ND
VERDURAS,Cuitlacoche cocido,Hierro NO HEM (mg),0.3
VERDURAS,Cuitlacoche cocido,Potasio (mg),ND
VERDURAS,Cuitlacoche cocido,Indice glicémico,ND
VERDURAS,Cuitlacoche cocido,Carga glicémica,ND
VERDURAS,Echalot,Cantidad sugerida,1
VERDURAS,Echalot,Unidad,pieza
VERDURAS,Echalot,Peso bruto redondeado (g),40
VERDURAS,Echalot,Peso neto (g),34
VERDURAS,Echalot,Energia (Kcal),25
VERDURAS,Echalot,Proteina (g),0.9
VERDURAS,Echalot,Lípidos (g),0.9
VERDURAS,Echalot,Hidratos de carbono (g),5.8
VERDURAS,Echalot,Fibra (g),ND
VERDURAS,Echalot,Vitamina A     (µg RE),20.6
VERDURAS,Echalot,Acido Ascórbico (mg),2.8
VERDURAS,Echalot,Acido Fólico (µg),11.7
VERDURAS,Echalot,Hierro NO HEM (mg),0.4
VERDURAS,Echalot,Potasio (mg),119.9
VERDURAS,Echalot,Indice glicémico,ND
VERDURAS,Echalot,Carga glicémica,ND
VERDURAS,Ejotes cocidos picados,Cantidad sugerida,1/2
VERDURAS,Ejotes cocidos picados,Unidad,taza
VERDURAS,Ejotes cocidos picados,Peso bruto redondeado (g),63
VERDURAS,Ejotes cocidos picados,Peso neto (g),63
VERDURAS,Ejotes cocidos picados,Energia (Kcal),22
VERDURAS,Ejotes cocidos picados,Proteina (g),1.2
VERDURAS,Ejotes cocidos picados,Lípidos (g),1.2
VERDURAS,Ejotes cocidos picados,Hidratos de carbono (g),4.9
VERDURAS,Ejotes cocidos picados,Fibra (g),2.0
VERDURAS,Ejotes cocidos picados,Vitamina A     (µg RE),21.9
VERDURAS,Ejotes cocidos picados,Acido Ascórbico (mg),6.1
VERDURAS,Ejotes cocidos picados,Acido Fólico (µg),20.6
VERDURAS,Ejotes cocidos picados,Hierro NO HEM (mg),0.4
VERDURAS,Ejotes cocidos picados,Potasio (mg),91.3
VERDURAS,Ejotes cocidos picados,Indice glicémico,ND
VERDURAS,Ejotes cocidos picados,Carga glicémica,ND
VERDURAS,Elotitos de cambray,Cantidad sugerida,8
VERDURAS,Elotitos de cambray,Unidad,pieza
VERDURAS,Elotitos de cambray,Peso bruto redondeado (g),64
VERDURAS,Elotitos de cambray,Peso neto (g),64
VERDURAS,Elotitos de cambray,Energia (Kcal),26
VERDURAS,Elotitos de cambray,Proteina (g),2.1
VERDURAS,Elotitos de cambray,Lípidos (g),2.1
VERDURAS,Elotitos de cambray,Hidratos de carbono (g),4.3
VERDURAS,Elotitos de cambray,Fibra (g),1.8
VERDURAS,Elotitos de cambray,Vitamina A     (µg RE),14.0
VERDURAS,Elotitos de cambray,Acido Ascórbico (mg),3.9
VERDURAS,Elotitos de cambray,Acido Fólico (µg),29.7
VERDURAS,Elotitos de cambray,Hierro NO HEM (mg),0.4
VERDURAS,Elotitos de cambray,Potasio (mg),159.2
VERDURAS,Elotitos de cambray,Indice glicémico,ND
VERDURAS,Elotitos de cambray,Carga glicémica,ND
VERDURAS,Envidia cruda,Cantidad sugerida,3
VERDURAS,Envidia cruda,Unidad,taza
VERDURAS,Envidia cruda,Peso bruto redondeado (g),150
VERDURAS,Envidia cruda,Peso neto (g),129
VERDURAS,Envidia cruda,Energia (Kcal),22
VERDURAS,Envidia cruda,Proteina (g),1.6
VERDURAS,Envidia cruda,Lípidos (g),1.6
VERDURAS,Envidia cruda,Hidratos de carbono (g),4.3
VERDURAS,Envidia cruda,Fibra (g),4.0
VERDURAS,Envidia cruda,Vitamina A     (µg RE),139.3
VERDURAS,Envidia cruda,Acido Ascórbico (mg),8.4
VERDURAS,Envidia cruda,Acido Fólico (µg),183.2
VERDURAS,Envidia cruda,Hierro NO HEM (mg),1.1
VERDURAS,Envidia cruda,Potasio (mg),405.1
VERDURAS,Envidia cruda,Indice glicémico,ND
VERDURAS,Envidia cruda,Carga glicémica,ND
VERDURAS,Espárragos crudos,Cantidad sugerida,6
VERDURAS,Espárragos crudos,Unidad,pieza
VERDURAS,Espárragos crudos,Peso bruto redondeado (g),90
VERDURAS,Espárragos crudos,Peso neto (g),90
VERDURAS,Espárragos crudos,Energia (Kcal),22
VERDURAS,Espárragos crudos,Proteina (g),2.3
VERDURAS,Espárragos crudos,Lípidos (g),2.3
VERDURAS,Espárragos crudos,Hidratos de carbono (g),3.8
VERDURAS,Espárragos crudos,Fibra (g),2.8
VERDURAS,Espárragos crudos,Vitamina A     (µg RE),49.0
VERDURAS,Espárragos crudos,Acido Ascórbico (mg),10.0
VERDURAS,Espárragos crudos,Acido Fólico (µg),131.0
VERDURAS,Espárragos crudos,Hierro NO HEM (mg),0.7
VERDURAS,Espárragos crudos,Potasio (mg),144.0
VERDURAS,Espárragos crudos,Indice glicémico,ND
VERDURAS,Espárragos crudos,Carga glicémica,ND
VERDURAS,Espinaca cocida,Cantidad sugerida,1/2
VERDURAS,Espinaca cocida,Unidad,taza
VERDURAS,Espinaca cocida,Peso bruto redondeado (g),90
VERDURAS,Espinaca cocida,Peso neto (g),90
VERDURAS,Espinaca cocida,Energia (Kcal),21
VERDURAS,Espinaca cocida,Proteina (g),2.7
VERDURAS,Espinaca cocida,Lípidos (g),2.7
VERDURAS,Espinaca cocida,Hidratos de carbono (g),3.4
VERDURAS,Espinaca cocida,Fibra (g),3.2
VERDURAS,Espinaca cocida,Vitamina A     (µg RE),471.6
VERDURAS,Espinaca cocida,Acido Ascórbico (mg),8.8
VERDURAS,Espinaca cocida,Acido Fólico (µg),131.1
VERDURAS,Espinaca cocida,Hierro NO HEM (mg),3.2
VERDURAS,Espinaca cocida,Potasio (mg),419.0
VERDURAS,Espinaca cocida,Indice glicémico,ND
VERDURAS,Espinaca cocida,Carga glicémica,ND
VERDURAS,Espinaca cruda picada,Cantidad sugerida,2
VERDURAS,Espinaca cruda picada,Unidad,taza
VERDURAS,Espinaca cruda picada,Peso bruto redondeado (g),120
VERDURAS,Espinaca cruda picada,Peso neto (g),120
VERDURAS,Espinaca cruda picada,Energia (Kcal),28
VERDURAS,Espinaca cruda picada,Proteina (g),3.4
VERDURAS,Espinaca cruda picada,Lípidos (g),3.4
VERDURAS,Espinaca cruda picada,Hidratos de carbono (g),4.4
VERDURAS,Espinaca cruda picada,Fibra (g),2.6
VERDURAS,Espinaca cruda picada,Vitamina A     (µg RE),562.8
VERDURAS,Espinaca cruda picada,Acido Ascórbico (mg),33.7
VERDURAS,Espinaca cruda picada,Acido Fólico (µg),232.8
VERDURAS,Espinaca cruda picada,Hierro NO HEM (mg),3.3
VERDURAS,Espinaca cruda picada,Potasio (mg),669.6
VERDURAS,Espinaca cruda picada,Indice glicémico,ND
VERDURAS,Espinaca cruda picada,Carga glicémica,ND
VERDURAS,Flor de calabaza cocida,Cantidad sugerida,1
VERDURAS,Flor de calabaza cocida,Unidad,taza
VERDURAS,Flor de calabaza cocida,Peso bruto redondeado (g),134
VERDURAS,Flor de calabaza cocida,Peso neto (g),134
VERDURAS,Flor de calabaza cocida,Energia (Kcal),20
VERDURAS,Flor de calabaza cocida,Proteina (g),1.4
VERDURAS,Flor de calabaza cocida,Lípidos (g),1.4
VERDURAS,Flor de calabaza cocida,Hidratos de carbono (g),4.4
VERDURAS,Flor de calabaza cocida,Fibra (g),1.2
VERDURAS,Flor de calabaza cocida,Vitamina A     (µg RE),116.6
VERDURAS,Flor de calabaza cocida,Acido Ascórbico (mg),6.0
VERDURAS,Flor de calabaza cocida,Acido Fólico (µg),54.0
VERDURAS,Flor de calabaza cocida,Hierro NO HEM (mg),1.2
VERDURAS,Flor de calabaza cocida,Potasio (mg),142.0
VERDURAS,Flor de calabaza cocida,Indice glicémico,ND
VERDURAS,Flor de calabaza cocida,Carga glicémica,ND
VERDURAS,Flor de calabaza cruda picada,Cantidad sugerida,4
VERDURAS,Flor de calabaza cruda picada,Unidad,taza
VERDURAS,Flor de calabaza cruda picada,Peso bruto redondeado (g),132
VERDURAS,Flor de calabaza cruda picada,Peso neto (g),132
VERDURAS,Flor de calabaza cruda picada,Energia (Kcal),20
VERDURAS,Flor de calabaza cruda picada,Proteina (g),1.2
VERDURAS,Flor de calabaza cruda picada,Lípidos (g),1.2
VERDURAS,Flor de calabaza cruda picada,Hidratos de carbono (g),4.4
VERDURAS,Flor de calabaza cruda picada,Fibra (g),ND
VERDURAS,Flor de calabaza cruda picada,Vitamina A     (µg RE),128.0
VERDURAS,Flor de calabaza cruda picada,Acido Ascórbico (mg),36.0
VERDURAS,Flor de calabaza cruda picada,Acido Fólico (µg),76.0
VERDURAS,Flor de calabaza cruda picada,Hierro NO HEM (mg),0.9
VERDURAS,Flor de calabaza cruda picada,Potasio (mg),228.0
VERDURAS,Flor de calabaza cruda picada,Indice glicémico,ND
VERDURAS,Flor de calabaza cruda picada,Carga glicémica,ND
VERDURAS,Flor de colorín cocida,Cantidad sugerida,1/2
VERDURAS,Flor de colorín cocida,Unidad,taza
VERDURAS,Flor de colorín cocida,Peso bruto redondeado (g),40
VERDURAS,Flor de colorín cocida,Peso neto (g),40
VERDURAS,Flor de colorín cocida,Energia (Kcal),24
VERDURAS,Flor de colorín cocida,Proteina (g),1.8
VERDURAS,Flor de colorín cocida,Lípidos (g),1.8
VERDURAS,Flor de colorín cocida,Hidratos de carbono (g),4.0
VERDURAS,Flor de colorín cocida,Fibra (g),1.0
VERDURAS,Flor de colorín cocida,Vitamina A     (µg RE),2.6
VERDURAS,Flor de colorín cocida,Acido Ascórbico (mg),14.8
VERDURAS,Flor de colorín cocida,Acido Fólico (µg),ND
VERDURAS,Flor de colorín cocida,Hierro NO HEM (mg),1.0
VERDURAS,Flor de colorín cocida,Potasio (mg),ND
VERDURAS,Flor de colorín cocida,Indice glicémico,ND
VERDURAS,Flor de colorín cocida,Carga glicémica,ND
VERDURAS,Flor de colorín cruda,Cantidad sugerida,1
VERDURAS,Flor de colorín cruda,Unidad,taza
VERDURAS,Flor de colorín cruda,Peso bruto redondeado (g),40
VERDURAS,Flor de colorín cruda,Peso neto (g),40
VERDURAS,Flor de colorín cruda,Energia (Kcal),24
VERDURAS,Flor de colorín cruda,Proteina (g),1.8
VERDURAS,Flor de colorín cruda,Lípidos (g),1.8
VERDURAS,Flor de colorín cruda,Hidratos de carbono (g),4.0
VERDURAS,Flor de colorín cruda,Fibra (g),1.0
VERDURAS,Flor de colorín cruda,Vitamina A     (µg RE),2.6
VERDURAS,Flor de colorín cruda,Acido Ascórbico (mg),14.8
VERDURAS,Flor de colorín cruda,Acido Fólico (µg),ND
VERDURAS,Flor de colorín cruda,Hierro NO HEM (mg),1.0
VERDURAS,Flor de colorín cruda,Potasio (mg),ND
VERDURAS,Flor de colorín cruda,Indice glicémico,ND
VERDURAS,Flor de colorín cruda,Carga glicémica,ND
VERDURAS,Flor de garambullo cruda,Cantidad sugerida,50
VERDURAS,Flor de garambullo cruda,Unidad,g
VERDURAS,Flor de garambullo cruda,Peso bruto redondeado (g),50
VERDURAS,Flor de garambullo cruda,Peso neto (g),50
VERDURAS,Flor de garambullo cruda,Energia (Kcal),19
VERDURAS,Flor de garambullo cruda,Proteina (g),0.4
VERDURAS,Flor de garambullo cruda,Lípidos (g),0.4
VERDURAS,Flor de garambullo cruda,Hidratos de carbono (g),4.1
VERDURAS,Flor de garambullo cruda,Fibra (g),0.4
VERDURAS,Flor de garambullo cruda,Vitamina A     (µg RE),10.5
VERDURAS,Flor de garambullo cruda,Acido Ascórbico (mg),20.0
VERDURAS,Flor de garambullo cruda,Acido Fólico (µg),ND
VERDURAS,Flor de garambullo cruda,Hierro NO HEM (mg),2.2
VERDURAS,Flor de garambullo cruda,Potasio (mg),ND
VERDURAS,Flor de garambullo cruda,Indice glicémico,ND
VERDURAS,Flor de garambullo cruda,Carga glicémica,ND
VERDURAS,Flor de maguey cruda,Cantidad sugerida,60
VERDURAS,Flor de maguey cruda,Unidad,g
VERDURAS,Flor de maguey cruda,Peso bruto redondeado (g),60
VERDURAS,Flor de maguey cruda,Peso neto (g),60
VERDURAS,Flor de maguey cruda,Energia (Kcal),21
VERDURAS,Flor de maguey cruda,Proteina (g),0.5
VERDURAS,Flor de maguey cruda,Lípidos (g),0.5
VERDURAS,Flor de maguey cruda,Hidratos de carbono (g),4.4
VERDURAS,Flor de maguey cruda,Fibra (g),0.4
VERDURAS,Flor de maguey cruda,Vitamina A     (µg RE),14.4
VERDURAS,Flor de maguey cruda,Acido Ascórbico (mg),35.4
VERDURAS,Flor de maguey cruda,Acido Fólico (µg),ND
VERDURAS,Flor de maguey cruda,Hierro NO HEM (mg),0.5
VERDURAS,Flor de maguey cruda,Potasio (mg),ND
VERDURAS,Flor de maguey cruda,Indice glicémico,ND
VERDURAS,Flor de maguey cruda,Carga glicémica,ND
VERDURAS,Flor de Yuca cruda,Cantidad sugerida,75
VERDURAS,Flor de Yuca cruda,Unidad,g
VERDURAS,Flor de Yuca cruda,Peso bruto redondeado (g),75
VERDURAS,Flor de Yuca cruda,Peso neto (g),75
VERDURAS,Flor de Yuca cruda,Energia (Kcal),29
VERDURAS,Flor de Yuca cruda,Proteina (g),2.0
VERDURAS,Flor de Yuca cruda,Lípidos (g),2.0
VERDURAS,Flor de Yuca cruda,Hidratos de carbono (g),4.5
VERDURAS,Flor de Yuca cruda,Fibra (g),0.5
VERDURAS,Flor de Yuca cruda,Vitamina A     (µg RE),0.8
VERDURAS,Flor de Yuca cruda,Acido Ascórbico (mg),204.8
VERDURAS,Flor de Yuca cruda,Acido Fólico (µg),ND
VERDURAS,Flor de Yuca cruda,Hierro NO HEM (mg),0.5
VERDURAS,Flor de Yuca cruda,Potasio (mg),ND
VERDURAS,Flor de Yuca cruda,Indice glicémico,ND
VERDURAS,Flor de Yuca cruda,Carga glicémica,ND
VERDURAS,Germen de alfalfa cruda,Cantidad sugerida,3
VERDURAS,Germen de alfalfa cruda,Unidad,taza
VERDURAS,Germen de alfalfa cruda,Peso bruto redondeado (g),99
VERDURAS,Germen de alfalfa cruda,Peso neto (g),99
VERDURAS,Germen de alfalfa cruda,Energia (Kcal),23
VERDURAS,Germen de alfalfa cruda,Proteina (g),4.0
VERDURAS,Germen de alfalfa cruda,Lípidos (g),4.0
VERDURAS,Germen de alfalfa cruda,Hidratos de carbono (g),2.1
VERDURAS,Germen de alfalfa cruda,Fibra (g),1.9
VERDURAS,Germen de alfalfa cruda,Vitamina A     (µg RE),7.9
VERDURAS,Germen de alfalfa cruda,Acido Ascórbico (mg),8.1
VERDURAS,Germen de alfalfa cruda,Acido Fólico (µg),35.6
VERDURAS,Germen de alfalfa cruda,Hierro NO HEM (mg),1.0
VERDURAS,Germen de alfalfa cruda,Potasio (mg),78.0
VERDURAS,Germen de alfalfa cruda,Indice glicémico,ND
VERDURAS,Germen de alfalfa cruda,Carga glicémica,ND
VERDURAS,Germen de lenteja crudo,Cantidad sugerida,1/4
VERDURAS,Germen de lenteja crudo,Unidad,taza
VERDURAS,Germen de lenteja crudo,Peso bruto redondeado (g),19
VERDURAS,Germen de lenteja crudo,Peso neto (g),19
VERDURAS,Germen de lenteja crudo,Energia (Kcal),20
VERDURAS,Germen de lenteja crudo,Proteina (g),1.7
VERDURAS,Germen de lenteja crudo,Lípidos (g),1.7
VERDURAS,Germen de lenteja crudo,Hidratos de carbono (g),4.3
VERDURAS,Germen de lenteja crudo,Fibra (g),ND
VERDURAS,Germen de lenteja crudo,Vitamina A     (µg RE),0.4
VERDURAS,Germen de lenteja crudo,Acido Ascórbico (mg),3.2
VERDURAS,Germen de lenteja crudo,Acido Fólico (µg),19.3
VERDURAS,Germen de lenteja crudo,Hierro NO HEM (mg),0.6
VERDURAS,Germen de lenteja crudo,Potasio (mg),62.0
VERDURAS,Germen de lenteja crudo,Indice glicémico,ND
VERDURAS,Germen de lenteja crudo,Carga glicémica,ND
VERDURAS,Germen de soya cocidpo,Cantidad sugerida,1/3
VERDURAS,Germen de soya cocidpo,Unidad,taza
VERDURAS,Germen de soya cocidpo,Peso bruto redondeado (g),31
VERDURAS,Germen de soya cocidpo,Peso neto (g),31
VERDURAS,Germen de soya cocidpo,Energia (Kcal),25
VERDURAS,Germen de soya cocidpo,Proteina (g),2.7
VERDURAS,Germen de soya cocidpo,Lípidos (g),1.4
VERDURAS,Germen de soya cocidpo,Hidratos de carbono (g),2.1
VERDURAS,Germen de soya cocidpo,Fibra (g),0.3
VERDURAS,Germen de soya cocidpo,Vitamina A     (µg RE),0.6
VERDURAS,Germen de soya cocidpo,Acido Ascórbico (mg),2.6
VERDURAS,Germen de soya cocidpo,Acido Fólico (µg),25.1
VERDURAS,Germen de soya cocidpo,Hierro NO HEM (mg),0.4
VERDURAS,Germen de soya cocidpo,Potasio (mg),111.3
VERDURAS,Germen de soya cocidpo,Indice glicémico,ND
VERDURAS,Germen de soya cocidpo,Carga glicémica,ND
VERDURAS,Granos de elote crudos,Cantidad sugerida,2
VERDURAS,Granos de elote crudos,Unidad,cuchara
VERDURAS,Granos de elote crudos,Peso bruto redondeado (g),21
VERDURAS,Granos de elote crudos,Peso neto (g),21
VERDURAS,Granos de elote crudos,Energia (Kcal),18
VERDURAS,Granos de elote crudos,Proteina (g),0.7
VERDURAS,Granos de elote crudos,Lípidos (g),0.2
VERDURAS,Granos de elote crudos,Hidratos de carbono (g),4.0
VERDURAS,Granos de elote crudos,Fibra (g),0.6
VERDURAS,Granos de elote crudos,Vitamina A     (µg RE),1.9
VERDURAS,Granos de elote crudos,Acido Ascórbico (mg),0.4
VERDURAS,Granos de elote crudos,Acido Fólico (µg),9.7
VERDURAS,Granos de elote crudos,Hierro NO HEM (mg),0.1
VERDURAS,Granos de elote crudos,Potasio (mg),56.7
VERDURAS,Granos de elote crudos,Indice glicémico,54.0
VERDURAS,Granos de elote crudos,Carga glicémica,2.2
VERDURAS,Haba verde,Cantidad sugerida,4
VERDURAS,Haba verde,Unidad,pieza
VERDURAS,Haba verde,Peso bruto redondeado (g),32
VERDURAS,Haba verde,Peso neto (g),32
VERDURAS,Haba verde,Energia (Kcal),23
VERDURAS,Haba verde,Proteina (g),1.8
VERDURAS,Haba verde,Lípidos (g),0.2
VERDURAS,Haba verde,Hidratos de carbono (g),3.7
VERDURAS,Haba verde,Fibra (g),1.3
VERDURAS,Haba verde,Vitamina A     (µg RE),5.8
VERDURAS,Haba verde,Acido Ascórbico (mg),10.6
VERDURAS,Haba verde,Acido Fólico (µg),30.7
VERDURAS,Haba verde,Hierro NO HEM (mg),0.6
VERDURAS,Haba verde,Potasio (mg),80.0
VERDURAS,Haba verde,Indice glicémico,55.0
VERDURAS,Haba verde,Carga glicémica,2.1
VERDURAS,Hojas de amaranto cocidas,Cantidad sugerida,100
VERDURAS,Hojas de amaranto cocidas,Unidad,g
VERDURAS,Hojas de amaranto cocidas,Peso bruto redondeado (g),100
VERDURAS,Hojas de amaranto cocidas,Peso neto (g),100
VERDURAS,Hojas de amaranto cocidas,Energia (Kcal),21
VERDURAS,Hojas de amaranto cocidas,Proteina (g),2.1
VERDURAS,Hojas de amaranto cocidas,Lípidos (g),0.2
VERDURAS,Hojas de amaranto cocidas,Hidratos de carbono (g),4.1
VERDURAS,Hojas de amaranto cocidas,Fibra (g),ND
VERDURAS,Hojas de amaranto cocidas,Vitamina A     (µg RE),139.0
VERDURAS,Hojas de amaranto cocidas,Acido Ascórbico (mg),41.1
VERDURAS,Hojas de amaranto cocidas,Acido Fólico (µg),57.0
VERDURAS,Hojas de amaranto cocidas,Hierro NO HEM (mg),2.3
VERDURAS,Hojas de amaranto cocidas,Potasio (mg),641.0
VERDURAS,Hojas de amaranto cocidas,Indice glicémico,ND
VERDURAS,Hojas de amaranto cocidas,Carga glicémica,ND
VERDURAS,Hojas de amaranto crudas,Cantidad sugerida,6
VERDURAS,Hojas de amaranto crudas,Unidad,hojas
VERDURAS,Hojas de amaranto crudas,Peso bruto redondeado (g),84
VERDURAS,Hojas de amaranto crudas,Peso neto (g),84
VERDURAS,Hojas de amaranto crudas,Energia (Kcal),19
VERDURAS,Hojas de amaranto crudas,Proteina (g),2.1
VERDURAS,Hojas de amaranto crudas,Lípidos (g),0.3
VERDURAS,Hojas de amaranto crudas,Hidratos de carbono (g),3.4
VERDURAS,Hojas de amaranto crudas,Fibra (g),ND
VERDURAS,Hojas de amaranto crudas,Vitamina A     (µg RE),122.6
VERDURAS,Hojas de amaranto crudas,Acido Ascórbico (mg),36.4
VERDURAS,Hojas de amaranto crudas,Acido Fólico (µg),71.4
VERDURAS,Hojas de amaranto crudas,Hierro NO HEM (mg),1.9
VERDURAS,Hojas de amaranto crudas,Potasio (mg),513.2
VERDURAS,Hojas de amaranto crudas,Indice glicémico,ND
VERDURAS,Hojas de amaranto crudas,Carga glicémica,ND
VERDURAS,Hojas de chicoria cruda,Cantidad sugerida,130
VERDURAS,Hojas de chicoria cruda,Unidad,g
VERDURAS,Hojas de chicoria cruda,Peso bruto redondeado (g),130
VERDURAS,Hojas de chicoria cruda,Peso neto (g),130
VERDURAS,Hojas de chicoria cruda,Energia (Kcal),26
VERDURAS,Hojas de chicoria cruda,Proteina (g),1.6
VERDURAS,Hojas de chicoria cruda,Lípidos (g),0.3
VERDURAS,Hojas de chicoria cruda,Hidratos de carbono (g),4.4
VERDURAS,Hojas de chicoria cruda,Fibra (g),1.2
VERDURAS,Hojas de chicoria cruda,Vitamina A     (µg RE),133.3
VERDURAS,Hojas de chicoria cruda,Acido Ascórbico (mg),9.1
VERDURAS,Hojas de chicoria cruda,Acido Fólico (µg),184.6
VERDURAS,Hojas de chicoria cruda,Hierro NO HEM (mg),1
VERDURAS,Hojas de chicoria cruda,Potasio (mg),408.2
VERDURAS,Hojas de chicoria cruda,Indice glicémico,ND
VERDURAS,Hojas de chicoria cruda,Carga glicémica,ND
VERDURAS,Hojas de dientes de león,Cantidad sugerida,50
VERDURAS,Hojas de dientes de león,Unidad,g
VERDURAS,Hojas de dientes de león,Peso bruto redondeado (g),50
VERDURAS,Hojas de dientes de león,Peso neto (g),45
VERDURAS,Hojas de dientes de león,Energia (Kcal),24
VERDURAS,Hojas de dientes de león,Proteina (g),1.2
VERDURAS,Hojas de dientes de león,Lípidos (g),0.3
VERDURAS,Hojas de dientes de león,Hidratos de carbono (g),4.1
VERDURAS,Hojas de dientes de león,Fibra (g),0.8
VERDURAS,Hojas de dientes de león,Vitamina A     (µg RE),49.1
VERDURAS,Hojas de dientes de león,Acido Ascórbico (mg),15.8
VERDURAS,Hojas de dientes de león,Acido Fólico (µg),ND
VERDURAS,Hojas de dientes de león,Hierro NO HEM (mg),1.4
VERDURAS,Hojas de dientes de león,Potasio (mg),178.7
VERDURAS,Hojas de dientes de león,Indice glicémico,ND
VERDURAS,Hojas de dientes de león,Carga glicémica,ND
VERDURAS,Hojas de pata de paloma,Cantidad sugerida,30
VERDURAS,Hojas de pata de paloma,Unidad,g
VERDURAS,Hojas de pata de paloma,Peso bruto redondeado (g),30
VERDURAS,Hojas de pata de paloma,Peso neto (g),25
VERDURAS,Hojas de pata de paloma,Energia (Kcal),20
VERDURAS,Hojas de pata de paloma,Proteina (g),0.8
VERDURAS,Hojas de pata de paloma,Lípidos (g),0.4
VERDURAS,Hojas de pata de paloma,Hidratos de carbono (g),4.2
VERDURAS,Hojas de pata de paloma,Fibra (g),0.4
VERDURAS,Hojas de pata de paloma,Vitamina A     (µg RE),21.9
VERDURAS,Hojas de pata de paloma,Acido Ascórbico (mg),11.1
VERDURAS,Hojas de pata de paloma,Acido Fólico (µg),ND
VERDURAS,Hojas de pata de paloma,Hierro NO HEM (mg),1.5
VERDURAS,Hojas de pata de paloma,Potasio (mg),ND
VERDURAS,Hojas de pata de paloma,Indice glicémico,ND
